nhd_id,nhd_name,year,total,residential,commercial
43,Franz Park,2001,3,3,0
43,Franz Park,2002,5,5,0
43,Franz Park,2003,4,4,0
43,Franz Park,2004,1,1,0
43,Franz Park,2005,2,2,0
43,Franz Park,2006,5,5,0
43,Franz Park,2007,4,4,0
43,Franz Park,2008,4,4,0
43,Franz Park,2009,4,4,0
43,Franz Park,2010,7,7,0
43,Franz Park,2011,6,6,0
43,Franz Park,2012,10,10,0
43,Franz Park,2013,13,13,0
43,Franz Park,2014,13,13,0
43,Franz Park,2015,11,11,0
43,Franz Park,2016,12,12,0
43,Franz Park,2017,9,9,0
43,Franz Park,2018,8,8,0
19,Gravois Park,1990,8,5,6
19,Gravois Park,1991,17,13,7
19,Gravois Park,1992,16,14,4
19,Gravois Park,1993,32,32,3
19,Gravois Park,1994,23,23,2
19,Gravois Park,1995,75,73,3
19,Gravois Park,1996,93,91,4
19,Gravois Park,1997,95,95,2
19,Gravois Park,1998,74,74,1
19,Gravois Park,1999,64,59,0
19,Gravois Park,2000,69,67,1
19,Gravois Park,2001,70,68,1
19,Gravois Park,2002,159,151,15
19,Gravois Park,2003,148,138,17
19,Gravois Park,2004,178,166,21
19,Gravois Park,2005,161,153,19
19,Gravois Park,2006,155,146,18
19,Gravois Park,2007,151,144,14
19,Gravois Park,2008,102,98,10
19,Gravois Park,2009,124,118,16
19,Gravois Park,2010,174,164,11
19,Gravois Park,2011,174,164,11
19,Gravois Park,2012,164,154,9
19,Gravois Park,2013,162,153,8
19,Gravois Park,2014,143,134,5
19,Gravois Park,2015,131,124,4
19,Gravois Park,2016,134,127,4
19,Gravois Park,2017,125,117,5
19,Gravois Park,2018,125,117,5
78,Hamilton Heights,1990,172,144,50
78,Hamilton Heights,1991,176,155,47
78,Hamilton Heights,1992,178,154,34
78,Hamilton Heights,1993,189,169,36
78,Hamilton Heights,1994,193,182,34
78,Hamilton Heights,1995,200,186,34
78,Hamilton Heights,1996,187,174,28
78,Hamilton Heights,1997,225,211,29
78,Hamilton Heights,1998,192,180,25
78,Hamilton Heights,1999,178,163,27
78,Hamilton Heights,2000,259,237,37
78,Hamilton Heights,2001,251,228,35
78,Hamilton Heights,2002,279,253,42
78,Hamilton Heights,2003,217,190,39
78,Hamilton Heights,2004,218,193,37
78,Hamilton Heights,2005,195,173,33
78,Hamilton Heights,2006,189,167,31
78,Hamilton Heights,2007,173,154,26
78,Hamilton Heights,2008,56,51,7
78,Hamilton Heights,2009,38,36,3
78,Hamilton Heights,2010,71,61,11
78,Hamilton Heights,2011,103,91,13
78,Hamilton Heights,2012,132,119,15
78,Hamilton Heights,2013,136,123,15
78,Hamilton Heights,2014,133,121,14
78,Hamilton Heights,2015,196,184,14
78,Hamilton Heights,2016,302,284,24
78,Hamilton Heights,2017,302,277,31
78,Hamilton Heights,2018,283,258,31
44,Hi-Point,1990,1,1,0
44,Hi-Point,1991,9,9,0
44,Hi-Point,1992,1,1,0
44,Hi-Point,1993,1,1,0
44,Hi-Point,1994,0,0,0
44,Hi-Point,1995,0,0,0
44,Hi-Point,1996,0,0,0
44,Hi-Point,1997,2,2,0
44,Hi-Point,1998,1,1,0
44,Hi-Point,1999,1,1,0
44,Hi-Point,2000,1,1,0
44,Hi-Point,2001,1,1,0
44,Hi-Point,2002,1,1,0
44,Hi-Point,2003,3,3,0
44,Hi-Point,2004,0,0,0
44,Hi-Point,2005,1,1,0
44,Hi-Point,2006,1,1,0
44,Hi-Point,2007,0,0,0
44,Hi-Point,2008,0,0,0
44,Hi-Point,2009,0,0,0
44,Hi-Point,2010,0,0,0
44,Hi-Point,2011,3,3,0
44,Hi-Point,2012,7,7,0
44,Hi-Point,2013,11,11,0
44,Hi-Point,2014,11,11,1
44,Hi-Point,2015,8,8,0
44,Hi-Point,2016,9,9,0
44,Hi-Point,2017,10,10,0
44,Hi-Point,2018,10,10,0
3,Holly Hills,1990,0,0,0
3,Holly Hills,1991,0,0,0
3,Holly Hills,1992,0,0,0
3,Holly Hills,1993,0,0,0
3,Holly Hills,1994,0,0,0
3,Holly Hills,1995,0,0,0
3,Holly Hills,1996,0,0,0
3,Holly Hills,1997,0,0,0
3,Holly Hills,1998,2,1,2
3,Holly Hills,1999,1,0,1
3,Holly Hills,2000,1,0,1
3,Holly Hills,2001,1,0,1
3,Holly Hills,2002,1,0,1
3,Holly Hills,2003,5,4,1
3,Holly Hills,2004,2,2,0
3,Holly Hills,2005,4,4,0
3,Holly Hills,2006,2,2,0
3,Holly Hills,2007,1,1,0
3,Holly Hills,2008,2,2,0
3,Holly Hills,2009,2,2,0
3,Holly Hills,2010,1,1,0
3,Holly Hills,2011,1,1,0
3,Holly Hills,2012,0,0,0
3,Holly Hills,2013,5,5,0
3,Holly Hills,2014,5,5,0
3,Holly Hills,2015,1,1,0
3,Holly Hills,2016,1,1,0
3,Holly Hills,2017,0,0,0
3,Holly Hills,2018,0,0,0
65,Hyde Park,1990,157,147,28
65,Hyde Park,1991,148,139,28
65,Hyde Park,1992,174,164,23
65,Hyde Park,1993,171,163,27
65,Hyde Park,1994,228,215,31
65,Hyde Park,1995,259,244,32
65,Hyde Park,1996,363,337,50
65,Hyde Park,1997,399,373,53
65,Hyde Park,1998,395,370,55
65,Hyde Park,1999,408,385,55
65,Hyde Park,2000,410,387,50
65,Hyde Park,2001,428,405,48
65,Hyde Park,2002,382,360,44
65,Hyde Park,2003,369,352,37
65,Hyde Park,2004,384,365,36
65,Hyde Park,2005,360,347,28
65,Hyde Park,2006,393,377,23
65,Hyde Park,2007,398,381,22
65,Hyde Park,2008,390,373,20
65,Hyde Park,2009,401,385,19
65,Hyde Park,2010,416,401,20
65,Hyde Park,2011,407,392,20
65,Hyde Park,2012,353,343,18
65,Hyde Park,2013,345,336,15
65,Hyde Park,2014,330,323,14
65,Hyde Park,2015,325,319,12
65,Hyde Park,2016,297,292,9
65,Hyde Park,2017,283,279,7
65,Hyde Park,2018,276,272,6
59,JeffVanderLou,1990,280,246,65
59,JeffVanderLou,1991,394,325,88
59,JeffVanderLou,1992,371,327,65
59,JeffVanderLou,1993,312,285,56
59,JeffVanderLou,1994,366,336,76
59,JeffVanderLou,1995,375,346,73
59,JeffVanderLou,1996,450,410,84
59,JeffVanderLou,1997,466,421,92
59,JeffVanderLou,1998,445,391,99
59,JeffVanderLou,1999,432,378,94
59,JeffVanderLou,2000,457,401,87
59,JeffVanderLou,2001,437,380,89
59,JeffVanderLou,2002,410,361,85
59,JeffVanderLou,2003,381,339,77
59,JeffVanderLou,2004,325,290,65
59,JeffVanderLou,2005,264,241,49
59,JeffVanderLou,2006,250,226,44
59,JeffVanderLou,2007,228,209,30
59,JeffVanderLou,2008,246,231,25
59,JeffVanderLou,2009,240,226,24
59,JeffVanderLou,2010,256,240,21
59,JeffVanderLou,2011,240,224,21
59,JeffVanderLou,2012,334,312,28
59,JeffVanderLou,2013,348,323,29
59,JeffVanderLou,2014,361,332,30
59,JeffVanderLou,2015,368,337,31
59,JeffVanderLou,2016,372,343,28
59,JeffVanderLou,2017,371,346,25
59,JeffVanderLou,2018,459,428,31
40,Kings Oak,1990,0,0,0
40,Kings Oak,1991,3,2,1
40,Kings Oak,1992,4,4,0
40,Kings Oak,1993,0,0,0
40,Kings Oak,1994,0,0,0
40,Kings Oak,1995,0,0,0
40,Kings Oak,1996,0,0,0
40,Kings Oak,1997,0,0,0
40,Kings Oak,1998,0,0,0
40,Kings Oak,1999,0,0,0
40,Kings Oak,2000,0,0,0
40,Kings Oak,2001,0,0,0
40,Kings Oak,2002,0,0,0
40,Kings Oak,2003,0,0,0
40,Kings Oak,2004,0,0,0
40,Kings Oak,2005,0,0,0
40,Kings Oak,2006,0,0,0
40,Kings Oak,2007,0,0,0
40,Kings Oak,2008,0,0,0
40,Kings Oak,2009,0,0,0
40,Kings Oak,2010,0,0,0
40,Kings Oak,2011,3,1,2
40,Kings Oak,2012,5,3,2
40,Kings Oak,2013,5,3,2
40,Kings Oak,2014,5,3,2
40,Kings Oak,2015,8,6,2
40,Kings Oak,2016,8,5,3
40,Kings Oak,2017,6,3,3
40,Kings Oak,2018,6,2,4
55,Kingsway East,1990,32,29,6
55,Kingsway East,1991,55,52,8
55,Kingsway East,1992,51,44,11
55,Kingsway East,1993,49,46,5
55,Kingsway East,1994,39,35,7
55,Kingsway East,1995,62,58,9
55,Kingsway East,1996,71,66,8
55,Kingsway East,1997,68,63,8
55,Kingsway East,1998,76,72,8
55,Kingsway East,1999,89,85,8
55,Kingsway East,2000,98,92,6
55,Kingsway East,2001,101,96,9
55,Kingsway East,2002,104,97,11
55,Kingsway East,2003,107,95,15
55,Kingsway East,2004,108,96,15
55,Kingsway East,2005,105,93,15
55,Kingsway East,2006,112,102,15
55,Kingsway East,2007,105,95,13
55,Kingsway East,2008,136,126,13
55,Kingsway East,2009,136,125,13
55,Kingsway East,2010,129,122,9
55,Kingsway East,2011,163,155,10
55,Kingsway East,2012,187,179,10
55,Kingsway East,2013,185,179,7
55,Kingsway East,2014,225,212,10
55,Kingsway East,2015,244,233,11
55,Kingsway East,2016,257,246,12
55,Kingsway East,2017,241,229,12
55,Kingsway East,2018,243,230,13
52,Kingsway West,1990,17,12,7
52,Kingsway West,1991,34,25,12
52,Kingsway West,1992,31,24,9
52,Kingsway West,1993,26,22,5
52,Kingsway West,1994,22,21,3
52,Kingsway West,1995,32,25,9
52,Kingsway West,1996,33,26,8
52,Kingsway West,1997,39,31,9
52,Kingsway West,1998,42,35,9
52,Kingsway West,1999,54,46,10
52,Kingsway West,2000,49,40,11
52,Kingsway West,2001,50,40,12
52,Kingsway West,2002,49,41,10
52,Kingsway West,2003,55,48,9
52,Kingsway West,2004,56,49,9
52,Kingsway West,2005,45,39,7
52,Kingsway West,2006,55,50,5
52,Kingsway West,2007,60,55,5
52,Kingsway West,2008,70,64,5
52,Kingsway West,2009,62,56,5
52,Kingsway West,2010,69,65,5
52,Kingsway West,2011,88,84,5
52,Kingsway West,2012,80,77,4
52,Kingsway West,2013,105,104,2
52,Kingsway West,2014,124,123,2
52,Kingsway West,2015,124,123,2
52,Kingsway West,2016,129,128,3
52,Kingsway West,2017,136,135,2
52,Kingsway West,2018,147,146,2
20,Kosciusko,1990,0,0,0
20,Kosciusko,1991,4,3,2
20,Kosciusko,1992,2,1,1
20,Kosciusko,1993,3,2,3
20,Kosciusko,1994,1,1,1
20,Kosciusko,1995,1,1,1
20,Kosciusko,1996,1,1,1
20,Kosciusko,1997,1,1,1
20,Kosciusko,1998,1,1,1
20,Kosciusko,1999,1,1,1
20,Kosciusko,2000,1,1,1
20,Kosciusko,2001,1,1,1
20,Kosciusko,2002,1,1,1
20,Kosciusko,2003,1,1,1
20,Kosciusko,2004,2,1,2
20,Kosciusko,2005,2,1,2
20,Kosciusko,2006,1,1,1
20,Kosciusko,2007,1,1,1
20,Kosciusko,2008,1,1,1
20,Kosciusko,2009,1,1,1
20,Kosciusko,2010,0,0,0
20,Kosciusko,2011,0,0,0
20,Kosciusko,2012,0,0,0
20,Kosciusko,2013,2,0,2
20,Kosciusko,2014,1,0,1
20,Kosciusko,2015,1,0,1
20,Kosciusko,2016,1,0,1
20,Kosciusko,2017,1,0,1
20,Kosciusko,2018,1,0,1
34,La Salle,1990,2,2,1
34,La Salle,1991,5,5,1
34,La Salle,1992,2,1,2
34,La Salle,1993,3,3,0
34,La Salle,1994,4,4,1
34,La Salle,1995,4,4,1
34,La Salle,1996,3,3,1
34,La Salle,1997,3,3,1
34,La Salle,1998,6,3,4
34,La Salle,1999,8,1,5
34,La Salle,2000,6,1,5
34,La Salle,2001,1,1,0
34,La Salle,2002,1,1,0
34,La Salle,2003,0,0,0
34,La Salle,2004,2,0,2
34,La Salle,2005,0,0,0
34,La Salle,2006,0,0,0
34,La Salle,2007,0,0,0
34,La Salle,2008,1,1,0
34,La Salle,2009,0,0,0
34,La Salle,2010,0,0,0
34,La Salle,2011,0,0,0
34,La Salle,2012,0,0,0
34,La Salle,2013,2,1,0
34,La Salle,2014,1,0,0
34,La Salle,2015,1,0,0
34,La Salle,2016,1,0,0
34,La Salle,2017,1,0,0
34,La Salle,2018,1,0,0
32,Lafayette Square,1990,25,24,3
32,Lafayette Square,1991,26,25,6
32,Lafayette Square,1992,26,24,6
32,Lafayette Square,1993,24,22,5
32,Lafayette Square,1994,20,19,7
32,Lafayette Square,1995,21,19,6
32,Lafayette Square,1996,24,22,6
32,Lafayette Square,1997,19,18,3
32,Lafayette Square,1998,18,17,3
32,Lafayette Square,1999,18,17,3
32,Lafayette Square,2000,19,19,2
32,Lafayette Square,2001,15,15,2
32,Lafayette Square,2002,15,15,2
32,Lafayette Square,2003,7,7,0
32,Lafayette Square,2004,6,6,0
32,Lafayette Square,2005,6,6,0
32,Lafayette Square,2006,6,6,0
32,Lafayette Square,2007,6,6,0
32,Lafayette Square,2008,3,2,1
32,Lafayette Square,2009,4,3,1
32,Lafayette Square,2010,12,9,4
32,Lafayette Square,2011,10,8,3
32,Lafayette Square,2012,9,7,3
32,Lafayette Square,2013,6,5,2
32,Lafayette Square,2014,5,4,2
32,Lafayette Square,2015,5,4,2
32,Lafayette Square,2016,5,4,2
32,Lafayette Square,2017,5,4,2
32,Lafayette Square,2018,5,3,3
54,Lewis Place,1990,80,72,22
54,Lewis Place,1991,103,82,27
54,Lewis Place,1992,88,82,14
54,Lewis Place,1993,112,103,27
54,Lewis Place,1994,104,101,12
54,Lewis Place,1995,125,120,17
54,Lewis Place,1996,114,111,12
54,Lewis Place,1997,115,109,15
54,Lewis Place,1998,105,102,12
54,Lewis Place,1999,93,90,12
54,Lewis Place,2000,94,88,12
54,Lewis Place,2001,92,86,10
54,Lewis Place,2002,95,89,9
54,Lewis Place,2003,97,90,9
54,Lewis Place,2004,90,84,6
54,Lewis Place,2005,86,80,6
54,Lewis Place,2006,88,81,6
54,Lewis Place,2007,80,74,5
54,Lewis Place,2008,65,59,5
54,Lewis Place,2009,88,80,6
54,Lewis Place,2010,88,79,7
54,Lewis Place,2011,89,80,6
54,Lewis Place,2012,124,112,11
54,Lewis Place,2013,149,136,13
54,Lewis Place,2014,152,137,15
54,Lewis Place,2015,162,147,15
54,Lewis Place,2016,166,150,17
54,Lewis Place,2017,153,137,16
54,Lewis Place,2018,152,139,14
9,Lindenwood Park,1990,1,0,1
9,Lindenwood Park,1991,6,5,1
9,Lindenwood Park,1992,1,1,0
9,Lindenwood Park,1993,0,0,0
9,Lindenwood Park,1994,0,0,0
9,Lindenwood Park,1995,1,1,0
9,Lindenwood Park,1996,1,1,0
9,Lindenwood Park,1997,2,2,0
9,Lindenwood Park,1998,2,2,0
9,Lindenwood Park,1999,2,2,0
9,Lindenwood Park,2000,2,2,0
9,Lindenwood Park,2001,6,6,0
9,Lindenwood Park,2002,1,1,0
9,Lindenwood Park,2003,0,0,0
9,Lindenwood Park,2004,2,1,1
9,Lindenwood Park,2005,0,0,0
9,Lindenwood Park,2006,0,0,0
9,Lindenwood Park,2007,1,1,0
9,Lindenwood Park,2008,4,4,0
9,Lindenwood Park,2009,0,0,0
9,Lindenwood Park,2010,5,4,1
9,Lindenwood Park,2011,6,5,1
9,Lindenwood Park,2012,10,9,1
9,Lindenwood Park,2013,12,12,0
9,Lindenwood Park,2014,8,8,0
9,Lindenwood Park,2015,7,7,0
9,Lindenwood Park,2016,4,4,0
9,Lindenwood Park,2017,4,4,0
9,Lindenwood Park,2018,4,4,0
18,Marine Villa,1990,12,12,0
18,Marine Villa,1991,25,22,7
18,Marine Villa,1992,38,36,2
18,Marine Villa,1993,39,38,5
18,Marine Villa,1994,33,31,3
18,Marine Villa,1995,67,62,5
18,Marine Villa,1996,67,62,5
18,Marine Villa,1997,59,54,4
18,Marine Villa,1998,57,54,2
18,Marine Villa,1999,53,51,1
18,Marine Villa,2000,55,53,2
18,Marine Villa,2001,66,65,2
18,Marine Villa,2002,80,77,4
18,Marine Villa,2003,69,66,4
18,Marine Villa,2004,65,61,4
18,Marine Villa,2005,63,60,3
18,Marine Villa,2006,58,55,3
18,Marine Villa,2007,54,50,4
18,Marine Villa,2008,36,33,5
18,Marine Villa,2009,58,55,5
18,Marine Villa,2010,51,50,3
18,Marine Villa,2011,47,46,3
18,Marine Villa,2012,47,45,4
18,Marine Villa,2013,55,53,4
18,Marine Villa,2014,57,54,4
18,Marine Villa,2015,46,44,3
18,Marine Villa,2016,55,53,3
18,Marine Villa,2017,45,43,3
18,Marine Villa,2018,43,40,3
71,Mark Twain,1990,91,89,6
71,Mark Twain,1991,76,67,7
71,Mark Twain,1992,134,126,13
71,Mark Twain,1993,129,120,14
71,Mark Twain,1994,118,118,7
71,Mark Twain,1995,113,112,7
71,Mark Twain,1996,101,100,8
71,Mark Twain,1997,122,119,7
71,Mark Twain,1998,208,200,9
71,Mark Twain,1999,216,203,10
71,Mark Twain,2000,190,179,8
71,Mark Twain,2001,167,158,7
71,Mark Twain,2002,162,156,5
71,Mark Twain,2003,170,166,6
71,Mark Twain,2004,211,208,3
71,Mark Twain,2005,157,153,4
71,Mark Twain,2006,126,120,5
71,Mark Twain,2007,125,119,5
71,Mark Twain,2008,125,119,5
71,Mark Twain,2009,108,102,5
71,Mark Twain,2010,105,99,5
71,Mark Twain,2011,113,107,5
71,Mark Twain,2012,109,103,5
71,Mark Twain,2013,113,108,4
71,Mark Twain,2014,117,113,3
71,Mark Twain,2015,127,123,3
71,Mark Twain,2016,165,160,3
71,Mark Twain,2017,178,173,3
71,Mark Twain,2018,190,185,3
70,Mark Twain / I-70 Industrial,1990,1,1,0
70,Mark Twain / I-70 Industrial,1991,3,1,2
70,Mark Twain / I-70 Industrial,1992,5,3,3
70,Mark Twain / I-70 Industrial,1993,2,2,0
70,Mark Twain / I-70 Industrial,1994,1,1,0
70,Mark Twain / I-70 Industrial,1995,2,2,1
70,Mark Twain / I-70 Industrial,1996,2,2,1
70,Mark Twain / I-70 Industrial,1997,11,9,3
70,Mark Twain / I-70 Industrial,1998,15,9,7
70,Mark Twain / I-70 Industrial,1999,13,9,5
70,Mark Twain / I-70 Industrial,2000,12,6,7
70,Mark Twain / I-70 Industrial,2001,11,6,6
70,Mark Twain / I-70 Industrial,2002,11,7,5
70,Mark Twain / I-70 Industrial,2003,13,9,4
70,Mark Twain / I-70 Industrial,2004,10,7,3
70,Mark Twain / I-70 Industrial,2005,9,6,3
70,Mark Twain / I-70 Industrial,2006,9,6,3
70,Mark Twain / I-70 Industrial,2007,6,5,1
70,Mark Twain / I-70 Industrial,2008,6,5,1
70,Mark Twain / I-70 Industrial,2009,4,4,0
70,Mark Twain / I-70 Industrial,2010,3,3,0
70,Mark Twain / I-70 Industrial,2011,4,4,0
70,Mark Twain / I-70 Industrial,2012,2,2,0
70,Mark Twain / I-70 Industrial,2013,2,2,0
70,Mark Twain / I-70 Industrial,2014,2,2,0
70,Mark Twain / I-70 Industrial,2015,2,2,0
70,Mark Twain / I-70 Industrial,2016,3,3,0
70,Mark Twain / I-70 Industrial,2017,6,6,0
70,Mark Twain / I-70 Industrial,2018,6,6,0
23,McKinley Heights,1990,16,16,1
23,McKinley Heights,1991,28,26,1
23,McKinley Heights,1992,9,9,1
23,McKinley Heights,1993,25,25,1
23,McKinley Heights,1994,30,30,2
23,McKinley Heights,1995,32,32,2
23,McKinley Heights,1996,30,30,2
23,McKinley Heights,1997,22,22,2
23,McKinley Heights,1998,26,25,3
23,McKinley Heights,1999,28,27,2
23,McKinley Heights,2000,21,21,1
23,McKinley Heights,2001,19,19,1
23,McKinley Heights,2002,16,16,1
23,McKinley Heights,2003,27,26,2
23,McKinley Heights,2004,24,23,1
23,McKinley Heights,2005,18,17,1
23,McKinley Heights,2006,16,15,1
23,McKinley Heights,2007,12,11,1
23,McKinley Heights,2008,21,20,1
23,McKinley Heights,2009,13,12,1
23,McKinley Heights,2010,18,16,2
23,McKinley Heights,2011,21,19,2
23,McKinley Heights,2012,18,16,2
23,McKinley Heights,2013,13,12,1
23,McKinley Heights,2014,15,15,0
23,McKinley Heights,2015,12,12,0
23,McKinley Heights,2016,10,10,0
23,McKinley Heights,2017,10,10,0
23,McKinley Heights,2018,5,5,0
37,Midtown,1990,36,31,9
37,Midtown,1991,38,14,27
37,Midtown,1992,21,8,14
37,Midtown,1993,11,4,9
37,Midtown,1994,10,6,5
37,Midtown,1995,11,6,7
37,Midtown,1996,13,6,10
37,Midtown,1997,8,4,6
37,Midtown,1998,17,4,16
37,Midtown,1999,30,5,28
37,Midtown,2000,14,2,13
37,Midtown,2001,14,2,13
37,Midtown,2002,7,0,7
37,Midtown,2003,10,4,6
37,Midtown,2004,8,5,4
37,Midtown,2005,12,5,8
37,Midtown,2006,12,5,8
37,Midtown,2007,11,4,8
37,Midtown,2008,12,3,9
37,Midtown,2009,15,6,9
37,Midtown,2010,14,4,10
37,Midtown,2011,15,4,11
37,Midtown,2012,11,2,8
37,Midtown,2013,13,3,9
37,Midtown,2014,18,7,10
37,Midtown,2015,7,4,2
37,Midtown,2016,9,6,2
37,Midtown,2017,8,6,1
37,Midtown,2018,13,6,6
17,Mount Pleasant,1990,0,0,0
17,Mount Pleasant,1991,6,3,4
17,Mount Pleasant,1992,5,5,0
17,Mount Pleasant,1993,8,8,1
17,Mount Pleasant,1994,2,2,0
17,Mount Pleasant,1995,12,12,0
17,Mount Pleasant,1996,14,13,1
17,Mount Pleasant,1997,16,15,3
17,Mount Pleasant,1998,13,12,2
17,Mount Pleasant,1999,12,11,2
17,Mount Pleasant,2000,22,20,3
17,Mount Pleasant,2001,33,32,2
17,Mount Pleasant,2002,37,36,2
17,Mount Pleasant,2003,37,36,2
17,Mount Pleasant,2004,33,32,2
17,Mount Pleasant,2005,44,43,3
17,Mount Pleasant,2006,34,33,3
17,Mount Pleasant,2007,17,17,2
17,Mount Pleasant,2008,16,16,2
17,Mount Pleasant,2009,23,23,3
17,Mount Pleasant,2010,22,22,2
17,Mount Pleasant,2011,24,24,2
17,Mount Pleasant,2012,35,35,2
17,Mount Pleasant,2013,51,51,2
17,Mount Pleasant,2014,51,51,2
17,Mount Pleasant,2015,53,52,3
17,Mount Pleasant,2016,72,70,4
17,Mount Pleasant,2017,71,69,3
17,Mount Pleasant,2018,79,76,4
64,Near North Riverfront,1990,18,10,9
64,Near North Riverfront,1991,55,27,31
64,Near North Riverfront,1992,48,19,32
64,Near North Riverfront,1993,45,21,24
64,Near North Riverfront,1994,33,24,17
64,Near North Riverfront,1995,39,32,12
64,Near North Riverfront,1996,34,27,11
64,Near North Riverfront,1997,47,32,21
64,Near North Riverfront,1998,57,38,24
64,Near North Riverfront,1999,53,34,25
64,Near North Riverfront,2000,50,30,26
64,Near North Riverfront,2001,45,29,23
64,Near North Riverfront,2002,52,29,27
64,Near North Riverfront,2003,53,29,28
64,Near North Riverfront,2004,54,28,30
64,Near North Riverfront,2005,54,30,29
64,Near North Riverfront,2006,49,26,28
64,Near North Riverfront,2007,48,25,28
64,Near North Riverfront,2008,40,24,21
64,Near North Riverfront,2009,47,27,25
64,Near North Riverfront,2010,46,27,24
64,Near North Riverfront,2011,45,26,23
64,Near North Riverfront,2012,42,22,23
64,Near North Riverfront,2013,36,19,20
64,Near North Riverfront,2014,37,19,21
64,Near North Riverfront,2015,36,18,20
64,Near North Riverfront,2016,36,18,20
64,Near North Riverfront,2017,31,13,20
64,Near North Riverfront,2018,26,9,20
14,North Hampton,1990,0,0,0
14,North Hampton,1991,0,0,0
14,North Hampton,1992,2,1,1
14,North Hampton,1993,1,0,1
14,North Hampton,1994,0,0,0
14,North Hampton,1995,0,0,0
14,North Hampton,1996,7,7,0
14,North Hampton,1997,8,8,0
14,North Hampton,1998,4,4,0
14,North Hampton,1999,3,3,0
14,North Hampton,2000,4,4,0
14,North Hampton,2001,5,4,0
14,North Hampton,2002,0,0,0
14,North Hampton,2003,0,0,0
14,North Hampton,2004,9,4,5
14,North Hampton,2005,6,2,4
14,North Hampton,2006,6,2,4
14,North Hampton,2007,6,2,4
14,North Hampton,2008,5,1,4
14,North Hampton,2009,4,1,3
14,North Hampton,2010,3,1,2
14,North Hampton,2011,4,2,2
14,North Hampton,2012,10,6,4
14,North Hampton,2013,16,11,5
14,North Hampton,2014,12,8,4
14,North Hampton,2015,12,9,3
14,North Hampton,2016,14,11,3
14,North Hampton,2017,11,8,3
14,North Hampton,2018,13,10,3
73,North Point,1990,3,3,0
73,North Point,1991,7,4,3
73,North Point,1992,2,1,1
73,North Point,1993,1,1,0
73,North Point,1994,1,1,0
73,North Point,1995,1,1,0
73,North Point,1996,5,5,0
73,North Point,1997,5,5,0
73,North Point,1998,6,6,0
73,North Point,1999,8,6,2
73,North Point,2000,7,5,2
73,North Point,2001,7,5,2
73,North Point,2002,8,6,2
73,North Point,2003,16,14,2
73,North Point,2004,22,21,1
73,North Point,2005,17,16,1
73,North Point,2006,20,19,1
73,North Point,2007,25,24,1
73,North Point,2008,28,27,1
73,North Point,2009,21,21,0
73,North Point,2010,12,12,0
73,North Point,2011,11,11,0
73,North Point,2012,10,10,0
73,North Point,2013,6,6,0
73,North Point,2014,6,6,0
73,North Point,2015,13,13,0
73,North Point,2016,13,13,0
73,North Point,2017,21,19,2
73,North Point,2018,21,19,2
79,North Riverfront,1990,6,6,0
79,North Riverfront,1991,15,12,3
79,North Riverfront,1992,18,14,4
79,North Riverfront,1993,13,11,3
79,North Riverfront,1994,16,16,2
79,North Riverfront,1995,18,18,2
79,North Riverfront,1996,21,20,3
79,North Riverfront,1997,22,20,4
79,North Riverfront,1998,17,15,4
79,North Riverfront,1999,16,13,5
79,North Riverfront,2000,15,12,4
79,North Riverfront,2001,9,7,3
79,North Riverfront,2002,14,8,7
79,North Riverfront,2003,19,12,8
79,North Riverfront,2004,18,11,8
79,North Riverfront,2005,26,18,9
79,North Riverfront,2006,27,22,6
79,North Riverfront,2007,12,11,2
79,North Riverfront,2008,8,7,2
79,North Riverfront,2009,13,12,2
79,North Riverfront,2010,13,12,2
79,North Riverfront,2011,13,12,2
79,North Riverfront,2012,10,8,2
79,North Riverfront,2013,9,7,2
79,North Riverfront,2014,10,6,4
79,North Riverfront,2015,10,6,4
79,North Riverfront,2016,11,8,3
79,North Riverfront,2017,8,6,2
79,North Riverfront,2018,10,6,4
68,O'Fallon,1990,88,83,16
68,O'Fallon,1991,115,100,19
68,O'Fallon,1992,122,115,19
68,O'Fallon,1993,99,95,17
68,O'Fallon,1994,119,118,15
68,O'Fallon,1995,117,117,12
68,O'Fallon,1996,122,121,14
68,O'Fallon,1997,113,112,14
68,O'Fallon,1998,176,172,24
68,O'Fallon,1999,184,179,22
68,O'Fallon,2000,164,155,21
68,O'Fallon,2001,179,171,21
68,O'Fallon,2002,151,143,20
68,O'Fallon,2003,176,165,24
68,O'Fallon,2004,185,177,22
68,O'Fallon,2005,165,159,14
68,O'Fallon,2006,198,194,16
68,O'Fallon,2007,191,184,16
68,O'Fallon,2008,179,173,15
68,O'Fallon,2009,200,196,15
68,O'Fallon,2010,195,189,16
68,O'Fallon,2011,216,212,15
68,O'Fallon,2012,227,223,15
68,O'Fallon,2013,303,287,17
68,O'Fallon,2014,309,295,15
68,O'Fallon,2015,296,283,15
68,O'Fallon,2016,347,334,12
68,O'Fallon,2017,364,352,9
68,O'Fallon,2018,391,378,9
63,Old North St. Louis,1990,94,79,26
63,Old North St. Louis,1991,113,94,34
63,Old North St. Louis,1992,87,77,21
63,Old North St. Louis,1993,91,72,27
63,Old North St. Louis,1994,87,80,14
63,Old North St. Louis,1995,93,87,15
63,Old North St. Louis,1996,115,104,22
63,Old North St. Louis,1997,140,121,32
63,Old North St. Louis,1998,131,113,32
63,Old North St. Louis,1999,141,124,30
63,Old North St. Louis,2000,143,125,32
63,Old North St. Louis,2001,133,117,30
